団体コード,都道府県名,団体名,財政力指数,経常収支比率,実質公債費比率,将来負担比率,ラスパイレス指数
322041,島根県,益田市,0.40,93.1,12.5,104.8,99.0
322059,島根県,大田市,0.29,96.7,12.7,87.3,98.5
322067,島根県,安来市,0.38,92.8,15.5,118.4,100.1
322075,島根県,江津市,0.35,92.4,12.9,101.3,99.6
322091,島根県,雲南市,0.26,96.9,11.3,106.3,98.9
323438,島根県,奥出雲町,0.17,89.2,12.6,151.3,91.8
323861,島根県,飯南町,0.14,93.7,10.4,60.3,98.8
324418,島根県,川本町,0.16,88.4,9.1,18.5,96.3
324485,島根県,美郷町,0.14,92.0,12.4,84.7,97.3
324493,島根県,邑南町,0.17,93.3,15.0,91.6,97.2
325015,島根県,津和野町,0.17,89.0,9.7,110.8,98.1
325058,島根県,吉賀町,0.18,90.0,7.0,53.8,98.8
325252,島根県,海士町,0.10,86.8,11.6,98.2,95.9
325261,島根県,西ノ島町,0.11,87.0,13.0,103.7,97.3
325279,島根県,知夫村,0.08,96.4,10.3,92.6,99.9
325287,島根県,隠岐の島町,0.20,89.0,9.8,131.8,99.1
331007,岡山県,岡山市,0.79,90.6,5.4,-,100.5
332020,岡山県,倉敷市,0.87,89.6,3.7,31.2,101.8
332038,岡山県,津山市,0.54,92.4,12.4,119.8,99.5
332046,岡山県,玉野市,0.58,91.3,4.7,-,99.8
332054,岡山県,笠岡市,0.58,91.2,6.4,59.5,99.8
332071,岡山県,井原市,0.42,89.0,9.7,-,100.0
332089,岡山県,総社市,0.61,92.8,7.4,14.7,98.7
332097,岡山県,高梁市,0.32,94.7,12.5,76.5,98.3
332101,岡山県,新見市,0.25,85.8,9.6,41.4,98.6
332119,岡山県,備前市,0.45,97.6,10.7,-,98.1
332127,岡山県,瀬戸内市,0.58,82.0,8.6,36.2,96.7
332135,岡山県,赤磐市,0.46,90.9,7.1,12.1,95.9
332143,岡山県,真庭市,0.30,89.9,10.3,-,98.0
332151,岡山県,美作市,0.27,90.1,11.8,-,97.6
332160,岡山県,浅口市,0.45,92.1,10.1,-,99.3
333468,岡山県,和気町,0.32,87.2,9.9,47.4,97.6
334235,岡山県,早島町,0.73,91.8,6.6,-,96.6
334456,岡山県,里庄町,0.58,85.2,7.6,-,94.8
334618,岡山県,矢掛町,0.36,87.0,9.0,-,99.2
335860,岡山県,新庄村,0.21,78.9,5.2,-,90.0
336068,岡山県,鏡野町,0.31,85.0,11.4,57.9,95.4
336220,岡山県,勝央町,0.52,82.5,13.5,52.1,98.4
336238,岡山県,奈義町,0.32,90.0,7.9,-,95.2
336432,岡山県,西粟倉村,0.13,88.1,9.8,10.6,94.2
336637,岡山県,久米南町,0.24,89.5,14.8,15.5,95.7
336661,岡山県,美咲町,0.25,82.7,9.4,33.3,96.0
336815,岡山県,吉備中央町,0.29,83.3,8.1,13.0,94.6
341002,広島県,広島市,0.83,97.6,11.7,174.7,99.9
342025,広島県,呉市,0.61,97.0,8.1,66.7,99.2
342033,広島県,竹原市,0.60,96.0,8.4,94.0,97.5
342041,広島県,三原市,0.55,95.2,6.7,40.6,98.4
342050,広島県,尾道市,0.56,95.9,6.4,30.2,100.9
342076,広島県,福山市,0.82,86.3,1.6,-,101.1
342084,広島県,府中市,0.47,97.9,9.6,73.1,99.7
342092,広島県,三次市,0.34,97.5,6.4,44.0,97.2
342106,広島県,庄原市,0.26,96.5,11.9,101.1,97.3
342114,広島県,大竹市,0.81,93.4,14.9,156.4,99.3
342122,広島県,東広島市,0.84,88.3,1.0,-,100.5
342131,広島県,廿日市市,0.63,94.0,4.6,80.7,98.7
342149,広島県,安芸高田市,0.32,92.8,12.9,94.7,100.2
342157,広島県,江田島市,0.31,95.1,6.8,25.9,98.9
343021,広島県,府中町,0.87,97.3,5.7,104.1,99.1
343048,広島県,海田町,0.80,85.6,6.4,-,97.5
343072,広島県,熊野町,0.53,90.4,6.3,14.3,95.5
343099,広島県,坂町,0.73,85.8,3.3,-,94.2
343684,広島県,安芸太田町,0.20,93.5,12.4,36.6,97.3
343692,広島県,北広島町,0.35,90.6,14.4,69.8,98.0
344311,広島県,大崎上島町,0.41,88.7,12.4,-,95.2
344621,広島県,世羅町,0.32,94.0,10.7,13.0,97.7
345458,広島県,神石高原町,0.21,77.4,5.7,-,96.4
352012,山口県,下関市,0.55,98.4,9.8,75.8,100.2
352021,山口県,宇部市,0.73,93.8,3.1,24.6,100.0
352039,山口県,山口市,0.64,94.6,5.4,56.0,99.9
352047,山口県,萩市,0.33,92.1,5.7,1.8,98.6
352063,山口県,防府市,0.82,95.7,3.2,-,99.5
352071,山口県,下松市,0.90,97.8,3.5,30.1,99.4
352080,山口県,岩国市,0.58,92.9,3.9,7.0,98.1
352101,山口県,光市,0.68,97.2,7.0,35.1,99.3
352110,山口県,長門市,0.35,97.7,6.6,16.3,96.4
352128,山口県,柳井市,0.52,94.6,9.9,56.8,97.5
352136,山口県,美祢市,0.38,94.5,9.0,28.1,100.2
352152,山口県,周南市,0.80,97.4,8.9,87.9,102.1
352161,山口県,山陽小野田市,0.61,95.6,7.9,58.6,100.6
353051,山口県,周防大島町,0.18,96.3,12.0,43.6,96.0
353213,山口県,和木町,0.71,93.3,6.0,47.9,98.9
353418,山口県,上関町,0.12,93.2,8.4,-,94.7
353434,山口県,田布施町,0.47,93.2,11.1,47.0,97.2
353442,山口県,平生町,0.42,88.8,12.5,136.6,96.2
355020,山口県,阿武町,0.17,83.3,▲ 1.1,-,96.8
362018,徳島県,徳島市,0.82,95.2,6.0,63.4,98.9
362026,徳島県,鳴門市,0.64,97.3,13.2,127.7,97.0
362034,徳島県,小松島市,0.59,98.8,13.6,114.6,99.0
362042,徳島県,阿南市,0.83,92.1,4.9,-,97.9
362051,徳島県,吉野川市,0.38,96.1,9.0,38.1,100.6
362069,徳島県,阿波市,0.35,95.3,8.0,-,99.3
362077,徳島県,美馬市,0.30,96.7,9.7,41.3,99.7
362085,徳島県,三好市,0.22,91.3,7.1,-,98.2
363014,徳島県,勝浦町,0.25,87.8,4.8,-,95.6
363022,徳島県,上勝町,0.13,93.0,4.7,-,95.2
363219,徳島県,佐那河内村,0.17,79.2,1.0,-,99.1
363413,徳島県,石井町,0.53,91.8,5.9,-,98.5
363421,徳島県,神山町,0.22,76.0,2.5,-,95.5
363685,徳島県,那賀町,0.19,89.4,8.5,-,96.6
363839,徳島県,牟岐町,0.17,97.6,8.8,36.9,95.8
363871,徳島県,美波町,0.17,96.6,6.1,18.2,94.2
363880,徳島県,海陽町,0.19,85.7,1.7,-,91.5
364011,徳島県,松茂町,0.88,79.7,▲ 3.6,-,93.7
364029,徳島県,北島町,0.79,90.1,5.2,-,96.2
364037,徳島県,藍住町,0.72,89.8,5.1,-,96.0
364045,徳島県,板野町,0.49,90.0,5.8,18.3,96.8
364053,徳島県,上板町,0.42,87.2,6.2,-,97.2
364681,徳島県,つるぎ町,0.18,99.2,10.7,22.9,93.4
364894,徳島県,東みよし町,0.31,91.9,7.2,-,98.2
372013,香川県,高松市,0.82,94.8,7.5,74.5,101.0
372021,香川県,丸亀市,0.66,92.9,8.9,25.5,99.4
372030,香川県,坂出市,0.84,86.8,9.4,82.8,100.0
372048,香川県,善通寺市,0.53,93.8,5.5,-,98.5
372056,香川県,観音寺市,0.64,90.4,9.6,54.5,99.4
372064,香川県,さぬき市,0.40,92.6,13.2,-,99.4
372072,香川県,東かがわ市,0.38,92.0,2.7,-,97.6
372081,香川県,三豊市,0.45,97.9,5.9,-,98.8
373222,香川県,土庄町,0.36,91.4,8.0,46.6,94.2
373249,香川県,小豆島町,0.31,93.5,6.3,-,94.8
373419,香川県,三木町,0.56,88.5,3.9,7.9,96.2
373648,香川県,直島町,0.48,85.1,8.7,-,99.3
373869,香川県,宇多津町,0.88,88.7,5.1,-,95.6
373877,香川県,綾川町,0.53,82.8,▲ 2.4,-,97.9
374032,香川県,琴平町,0.40,95.0,7.2,51.8,96.7
374041,香川県,多度津町,0.64,92.2,11.5,149.4,99.2
374067,香川県,まんのう町,0.34,84.7,8.3,-,98.0
382019,愛媛県,松山市,0.77,89.9,7.9,43.0,99.4
382027,愛媛県,今治市,0.54,96.1,11.6,-,95.5
382035,愛媛県,宇和島市,0.34,86.5,3.7,-,95.0
382043,愛媛県,八幡浜市,0.34,94.0,9.2,65.9,97.5
382051,愛媛県,新居浜市,0.77,81.5,1.4,21.9,99.5
382060,愛媛県,西条市,0.67,89.7,6.5,78.4,95.0
382078,愛媛県,大洲市,0.36,93.4,7.1,41.7,93.9
382108,愛媛県,伊予市,0.42,89.9,7.5,49.4,96.1
382132,愛媛県,四国中央市,0.74,85.4,8.8,95.2,98.3
382141,愛媛県,西予市,0.25,96.5,10.5,72.9,93.1
382159,愛媛県,東温市,0.50,96.2,11.6,63.0,96.6
383562,愛媛県,上島町,0.15,96.4,12.9,44.9,88.8
383864,愛媛県,久万高原町,0.19,86.4,11.1,-,91.0
384011,愛媛県,松前町,0.77,86.2,8.6,85.7,94.7
384020,愛媛県,砥部町,0.45,81.1,2.0,48.6,94.3
384224,愛媛県,内子町,0.27,80.8,1.8,-,91.3
384429,愛媛県,伊方町,0.52,85.8,5.3,-,92.1
384844,愛媛県,松野町,0.17,84.6,5.2,4.6,93.7
384887,愛媛県,鬼北町,0.23,89.9,5.8,-,95.1
385069,愛媛県,愛南町,0.22,99.5,8.1,-,91.4
392014,高知県,高知市,0.64,96.3,13.6,172.2,99.3
392022,高知県,室戸市,0.23,95.1,10.2,-,97.0
392031,高知県,安芸市,0.32,84.8,6.7,-,95.2
392049,高知県,南国市,0.63,87.5,7.3,70.0,96.7
392057,高知県,土佐市,0.39,89.3,12.0,77.4,98.0
392065,高知県,須崎市,0.42,94.8,14.9,60.2,97.1
392081,高知県,宿毛市,0.37,92.9,12.2,88.3,97.1
392090,高知県,土佐清水市,0.27,95.2,18.5,100.9,96.1
392103,高知県,四万十市,0.35,90.6,10.1,84.1,95.9
392111,高知県,香南市,0.35,90.0,4.6,-,96.2
392120,高知県,香美市,0.32,98.8,9.9,-,94.5
393011,高知県,東洋町,0.13,93.3,12.7,67.8,96.2
393029,高知県,奈半利町,0.20,88.0,1.0,-,97.3
393037,高知県,田野町,0.20,88.2,2.7,-,95.4
393045,高知県,安田町,0.16,96.4,6.4,3.3,91.5
393053,高知県,北川村,0.20,89.7,▲ 4.7,-,97.5
393061,高知県,馬路村,0.16,89.5,8.9,-,95.7
393070,高知県,芸西村,0.26,88.4,7.6,-,95.5
393410,高知県,本山町,0.17,96.3,9.0,25.6,96.3
393444,高知県,大豊町,0.17,65.8,2.4,-,92.4
393631,高知県,土佐町,0.21,83.4,7.6,-,97.3
393649,高知県,大川村,0.13,94.8,11.3,-,96.2
393860,高知県,いの町,0.36,92.2,8.7,-,97.2
393878,高知県,仁淀川町,0.17,84.7,1.4,-,94.8
394017,高知県,中土佐町,0.17,90.7,11.0,-,97.0
394025,高知県,佐川町,0.34,87.8,3.5,-,91.9
394033,高知県,越知町,0.21,97.4,8.1,35.5,97.1
394050,高知県,梼原町,0.13,88.9,4.0,-,91.0
394106,高知県,日高村,0.29,85.7,8.6,-,95.8
394114,高知県,津野町,0.16,74.9,▲ 7.8,-,95.0
394122,高知県,四万十町,0.23,89.6,6.0,-,94.4
394246,高知県,大月町,0.19,93.7,10.2,31.6,98.7
394271,高知県,三原村,0.13,98.3,9.7,-,96.1
394289,高知県,黒潮町,0.20,97.1,9.2,-,95.8
401005,福岡県,北九州市,0.71,99.4,10.6,161.6,101.8
401307,福岡県,福岡市,0.89,93.8,9.7,107.1,101.9
402028,福岡県,大牟田市,0.54,95.9,6.9,29.0,98.8
402036,福岡県,久留米市,0.67,96.5,3.5,23.7,99.6
402044,福岡県,直方市,0.56,92.6,5.5,59.0,99.9
402052,福岡県,飯塚市,0.51,98.7,6.0,12.2,99.6
402061,福岡県,田川市,0.44,102.4,8.0,-,95.7
402079,福岡県,柳川市,0.47,94.3,5.4,32.5,99.1
402109,福岡県,八女市,0.39,94.6,8.9,-,101.0
402117,福岡県,筑後市,0.68,91.8,8.1,30.0,99.6
402125,福岡県,大川市,0.53,95.4,9.0,71.6,100.3
402133,福岡県,行橋市,0.67,93.9,5.9,-,101.0
402141,福岡県,豊前市,0.54,96.7,9.4,36.2,98.8
402150,福岡県,中間市,0.45,86.2,9.3,45.0,100.1
402168,福岡県,小郡市,0.68,97.0,7.8,23.6,100.9
402176,福岡県,筑紫野市,0.79,88.7,4.1,-,101.9
402184,福岡県,春日市,0.76,87.2,2.4,-,99.8
402192,福岡県,大野城市,0.83,90.8,2.4,-,101.3
402206,福岡県,宗像市,0.60,92.0,▲ 2.7,-,97.7
402214,福岡県,太宰府市,0.68,94.7,2.2,-,100.8
402231,福岡県,古賀市,0.71,90.8,5.0,-,94.2
402249,福岡県,福津市,0.59,95.5,5.6,-,91.8
402257,福岡県,うきは市,0.39,88.5,9.1,-,97.9
402265,福岡県,宮若市,0.64,89.4,5.9,-,99.7
402273,福岡県,嘉麻市,0.28,99.5,4.9,-,98.2
402281,福岡県,朝倉市,0.54,92.5,9.4,-,99.2
402290,福岡県,みやま市,0.43,92.3,4.3,-,99.6
402303,福岡県,糸島市,0.58,89.7,6.7,-,99.8
402311,福岡県,那珂川市,0.74,95.5,6.8,-,99.4
403415,福岡県,宇美町,0.61,95.7,7.7,0.6,97.0
403423,福岡県,篠栗町,0.60,96.0,6.7,20.2,98.5
403431,福岡県,志免町,0.75,89.3,5.8,-,100.3
403440,福岡県,須恵町,0.63,92.5,7.2,50.5,98.1
403458,福岡県,新宮町,0.90,96.2,7.4,59.8,96.6
403482,福岡県,久山町,0.87,93.7,12.3,52.6,93.2
403491,福岡県,粕屋町,0.89,92.1,9.7,-,100.5
403814,福岡県,芦屋町,0.37,94.2,1.6,-,96.5
403822,福岡県,水巻町,0.53,94.6,4.8,42.8,94.0
403831,福岡県,岡垣町,0.56,87.4,4.8,-,99.6
403849,福岡県,遠賀町,0.59,91.9,7.0,23.1,94.0
404012,福岡県,小竹町,0.34,98.0,8.5,100.7,95.1
404021,福岡県,鞍手町,0.47,99.5,8.8,-,94.6
404217,福岡県,桂川町,0.42,96.2,3.3,6.7,98.8
404471,福岡県,筑前町,0.48,87.3,11.1,71.5,99.2
404489,福岡県,東峰村,0.13,82.7,6.2,-,96.3
405035,福岡県,大刀洗町,0.48,83.3,7.7,-,98.6
405221,福岡県,大木町,0.52,85.1,8.0,-,100.3
405442,福岡県,広川町,0.64,94.7,8.1,39.7,98.4
406015,福岡県,香春町,0.33,89.5,3.3,-,97.1
406023,福岡県,添田町,0.24,95.2,3.8,-,95.3
406040,福岡県,糸田町,0.24,97.1,4.7,-,99.0
406058,福岡県,川崎町,0.31,96.1,8.7,62.2,94.3
406082,福岡県,大任町,0.20,93.7,16.6,70.1,93.0
406091,福岡県,赤村,0.17,82.6,▲ 4.2,-,96.2
406104,福岡県,福智町,0.27,94.8,4.6,-,98.2
406210,福岡県,苅田町,1.27,84.2,9.4,36.7,101.2
406252,福岡県,みやこ町,0.36,88.8,5.3,-,97.3
406422,福岡県,吉富町,0.41,85.0,8.0,5.5,94.1
406465,福岡県,上毛町,0.28,81.9,▲ 2.6,-,96.0
406473,福岡県,築上町,0.35,98.2,8.5,43.5,99.2
412015,佐賀県,佐賀市,0.65,94.1,1.7,-,99.8
412023,佐賀県,唐津市,0.43,90.4,11.9,112.7,98.0
412031,佐賀県,鳥栖市,0.96,88.0,1.5,-,99.2
412040,佐賀県,多久市,0.38,100.6,11.5,-,98.7
412058,佐賀県,伊万里市,0.58,90.9,12.3,53.2,99.3
412066,佐賀県,武雄市,0.49,95.6,9.0,9.2,98.4
412074,佐賀県,鹿島市,0.48,94.6,8.6,94.1,98.2
412082,佐賀県,小城市,0.42,92.5,6.9,-,96.8
412091,佐賀県,嬉野市,0.38,86.4,9.8,26.8,95.3
412104,佐賀県,神埼市,0.45,92.1,9.0,58.1,97.9
413275,佐賀県,吉野ヶ里町,0.53,90.5,10.1,-,97.5
413411,佐賀県,基山町,0.68,95.7,8.0,-,99.4
413453,佐賀県,上峰町,0.63,94.1,10.9,-,95.1
413461,佐賀県,みやき町,0.43,92.7,10.0,-,97.1
413879,佐賀県,玄海町,1.24,77.4,▲ 0.2,-,95.4
414018,佐賀県,有田町,0.37,94.0,9.1,-,97.6
414239,佐賀県,大町町,0.31,94.9,8.0,-,95.6
414247,佐賀県,江北町,0.41,91.8,12.4,-,97.9
414255,佐賀県,白石町,0.34,92.6,10.0,4.3,95.9
414417,佐賀県,太良町,0.26,89.2,4.5,-,95.6
422011,長崎県,長崎市,0.59,97.4,8.2,91.0,98.2
422029,長崎県,佐世保市,0.54,92.4,4.3,-,99.4
422037,長崎県,島原市,0.45,92.6,3.1,-,97.1
422045,長崎県,諫早市,0.55,92.5,6.8,-,97.9
422053,長崎県,大村市,0.64,99.4,9.2,36.0,98.6
422070,長崎県,平戸市,0.24,88.3,3.0,-,98.0
422088,長崎県,松浦市,0.50,91.0,11.5,76.2,99.3
422096,長崎県,対馬市,0.19,86.6,6.0,10.5,99.3
422100,長崎県,壱岐市,0.22,90.6,6.7,32.8,96.3
422118,長崎県,五島市,0.24,91.6,6.7,12.8,96.6
422126,長崎県,西海市,0.29,83.6,▲ 2.8,-,99.5
422134,長崎県,雲仙市,0.28,83.9,3.5,-,98.0
422142,長崎県,南島原市,0.25,87.2,▲ 4.1,-,97.6
423076,長崎県,長与町,0.67,93.5,7.3,-,99.3
423084,長崎県,時津町,0.72,92.7,4.9,-,99.7
423211,長崎県,東彼杵町,0.31,85.8,10.4,63.0,97.4
423220,長崎県,川棚町,0.39,83.0,6.0,20.9,96.9
423238,長崎県,波佐見町,0.42,82.1,9.1,-,97.2
423831,長崎県,小値賀町,0.10,81.6,7.0,-,95.4
423912,長崎県,佐々町,0.57,104.5,8.7,-,99.2
424111,長崎県,新上五島町,0.23,78.3,2.1,-,97.0
431001,熊本県,熊本市,0.71,91.0,6.0,121.9,100.1
432024,熊本県,八代市,0.51,95.0,9.4,94.7,97.5
432032,熊本県,人吉市,0.45,96.9,4.9,37.4,92.3
432041,熊本県,荒尾市,0.49,90.7,9.4,-,94.5
432059,熊本県,水俣市,0.39,96.7,10.7,51.3,96.1
432067,熊本県,玉名市,0.45,99.0,8.5,15.5,97.9
432083,熊本県,山鹿市,0.34,98.7,9.5,-,97.8
432105,熊本県,菊池市,0.44,95.9,10.8,21.3,95.8
432113,熊本県,宇土市,0.54,94.8,10.3,20.3,97.9
432121,熊本県,上天草市,0.26,93.0,11.9,-,98.9
432130,熊本県,宇城市,0.41,93.9,8.7,15.1,98.9
432148,熊本県,阿蘇市,0.37,94.6,7.8,41.1,96.8
432156,熊本県,天草市,0.27,93.6,9.4,20.9,97.2
432164,熊本県,合志市,0.68,88.0,6.7,-,97.4
433489,熊本県,美里町,0.24,94.5,6.4,-,94.7
433641,熊本県,玉東町,0.32,87.0,4.4,-,96.7
433675,熊本県,南関町,0.41,92.5,8.5,18.5,93.0
433683,熊本県,長洲町,0.55,95.2,7.6,41.5,94.6
433691,熊本県,和水町,0.25,94.6,10.3,-,95.3
434035,熊本県,大津町,0.77,88.7,8.0,-,97.0
434043,熊本県,菊陽町,1.00,89.3,6.3,10.5,99.4
434230,熊本県,南小国町,0.22,91.1,6.4,-,95.9
434248,熊本県,小国町,0.25,87.6,8.6,23.9,95.4
434256,熊本県,産山村,0.17,87.9,7.5,-,93.6
434281,熊本県,高森町,0.25,83.5,5.8,-,93.4
434329,熊本県,西原村,0.39,90.5,6.9,-,94.6
434337,熊本県,南阿蘇村,0.25,99.8,9.2,50.9,94.4
434418,熊本県,御船町,0.37,93.0,10.1,77.8,90.4
434426,熊本県,嘉島町,0.70,98.2,8.5,62.0,93.2
434434,熊本県,益城町,0.56,94.9,8.8,32.9,92.7
434442,熊本県,甲佐町,0.32,85.9,6.3,53.1,91.7
434477,熊本県,山都町,0.22,82.8,4.8,6.0,92.2
434680,熊本県,氷川町,0.29,98.7,8.0,44.2,93.3
434825,熊本県,芦北町,0.35,94.4,4.0,-,94.9
434841,熊本県,津奈木町,0.23,87.2,1.9,-,94.2
435015,熊本県,錦町,0.40,87.9,8.9,63.2,93.5
435058,熊本県,多良木町,0.24,89.0,8.0,31.3,96.9
435066,熊本県,湯前町,0.17,89.7,4.6,-,92.7
435074,熊本県,水上村,0.16,84.7,9.7,-,94.4
435104,熊本県,相良村,0.20,85.9,7.9,2.7,94.4
435112,熊本県,五木村,0.22,86.1,7.6,-,96.6
435121,熊本県,山江村,0.15,89.2,11.3,-,94.8
435139,熊本県,球磨村,0.15,82.7,5.2,-,95.8
435147,熊本県,あさぎり町,0.24,87.5,8.3,-,92.6
435317,熊本県,苓北町,0.48,89.5,13.4,83.6,97.7
442011,大分県,大分市,0.90,95.8,5.2,36.6,100.1
442020,大分県,別府市,0.58,96.9,2.8,-,99.7
442038,大分県,中津市,0.51,96.7,6.3,41.9,101.0
442046,大分県,日田市,0.41,93.1,4.1,-,100.2
442054,大分県,佐伯市,0.33,97.2,8.3,3.4,100.4
442062,大分県,臼杵市,0.39,91.9,7.7,-,99.1
442071,大分県,津久見市,0.42,96.6,10.8,20.6,99.7
442089,大分県,竹田市,0.26,96.2,4.3,24.9,99.8
442097,大分県,豊後高田市,0.31,90.6,6.0,-,100.0
442101,大分県,杵築市,0.35,94.4,10.4,28.4,96.0
442119,大分県,宇佐市,0.43,95.9,6.4,15.8,100.2
442127,大分県,豊後大野市,0.28,92.1,4.8,-,100.8
442135,大分県,由布市,0.43,94.3,6.8,27.3,100.5
442143,大分県,国東市,0.31,95.8,5.4,-,100.7
443221,大分県,姫島村,0.11,80.9,4.9,-,81.1
443417,大分県,日出町,0.57,92.7,8.1,54.9,98.7
444618,大分県,九重町,0.34,86.7,5.7,-,99.8
444626,大分県,玖珠町,0.37,93.7,2.9,-,100.7
452017,宮崎県,宮崎市,0.70,91.4,6.8,46.7,98.8
452025,宮崎県,都城市,0.55,95.7,4.9,-,98.7
452033,宮崎県,延岡市,0.49,92.8,8.1,-,99.5
452041,宮崎県,日南市,0.41,92.4,9.2,70.2,99.1
452050,宮崎県,小林市,0.39,94.5,10.9,106.6,97.3
452068,宮崎県,日向市,0.55,94.5,10.6,59.4,99.5
452076,宮崎県,串間市,0.29,92.3,6.1,55.3,99.3
452084,宮崎県,西都市,0.40,89.1,4.0,-,97.1
452092,宮崎県,えびの市,0.36,91.8,2.7,-,98.1
453412,宮崎県,三股町,0.46,91.5,4.9,-,95.5
453617,宮崎県,高原町,0.28,95.5,7.7,-,98.1
453820,宮崎県,国富町,0.51,89.0,9.7,90.7,97.2
453838,宮崎県,綾町,0.29,96.0,7.7,57.3,95.3
454010,宮崎県,高鍋町,0.54,96.4,13.4,1.1,96.2
454028,宮崎県,新富町,0.47,94.4,8.4,6.9,97.3
454036,宮崎県,西米良村,0.14,82.7,7.5,-,94.2
454044,宮崎県,木城町,0.94,82.6,3.9,-,97.2
454052,宮崎県,川南町,0.49,92.4,7.8,-,94.4
454061,宮崎県,都農町,0.32,87.4,9.3,-,95.3
454214,宮崎県,門川町,0.41,88.9,4.9,-,97.3
454290,宮崎県,諸塚村,0.21,78.2,5.4,-,92.1
454303,宮崎県,椎葉村,0.17,83.0,11.4,-,92.4
454311,宮崎県,美郷町,0.17,89.6,7.2,-,96.3
454419,宮崎県,高千穂町,0.25,93.7,5.5,-,99.2
454427,宮崎県,日之影町,0.17,85.0,5.8,9.2,95.5
454435,宮崎県,五ケ瀬町,0.15,89.0,5.4,-,100.2
462012,鹿児島県,鹿児島市,0.73,93.6,3.0,37.3,99.4
462039,鹿児島県,鹿屋市,0.49,92.5,6.1,-,97.2
462047,鹿児島県,枕崎市,0.42,91.8,9.3,27.7,97.5
462063,鹿児島県,阿久根市,0.37,88.3,6.5,-,95.3
462080,鹿児島県,出水市,0.42,93.1,7.9,-,98.7
462101,鹿児島県,指宿市,0.39,98.0,9.2,49.2,99.1
462136,鹿児島県,西之表市,0.28,89.2,10.0,15.8,97.1
462144,鹿児島県,垂水市,0.30,92.8,7.4,26.4,96.8
462152,鹿児島県,薩摩川内市,0.53,92.8,7.9,0.3,97.5
462161,鹿児島県,日置市,0.40,92.1,6.5,30.6,96.3
462179,鹿児島県,曽於市,0.31,87.4,7.2,-,98.0
462187,鹿児島県,霧島市,0.56,90.5,6.5,-,97.9
462195,鹿児島県,いちき串木野市,0.40,92.4,11.6,75.4,96.3
462209,鹿児島県,南さつま市,0.29,92.7,7.7,-,95.8
462217,鹿児島県,志布志市,0.39,86.5,10.0,15.3,96.7
462225,鹿児島県,奄美市,0.27,93.4,9.5,33.9,98.2
462233,鹿児島県,南九州市,0.35,93.8,7.1,-,98.1
462241,鹿児島県,伊佐市,0.39,87.9,8.4,-,99.2
462250,鹿児島県,姶良市,0.51,96.2,11.3,63.1,99.5
463035,鹿児島県,三島村,0.07,90.3,11.9,-,92.1
463043,鹿児島県,十島村,0.07,83.9,10.1,-,95.6
463922,鹿児島県,さつま町,0.37,92.5,4.0,-,95.5
464040,鹿児島県,長島町,0.18,89.2,8.1,4.1,95.3
464520,鹿児島県,湧水町,0.33,87.8,8.3,10.8,97.8
464686,鹿児島県,大崎町,0.36,84.7,8.8,-,95.5
464821,鹿児島県,東串良町,0.35,89.2,7.8,-,97.0
464902,鹿児島県,錦江町,0.19,87.6,6.3,-,96.4
464911,鹿児島県,南大隅町,0.18,93.2,9.6,-,96.5
464929,鹿児島県,肝付町,0.29,92.2,6.1,-,96.9
465011,鹿児島県,中種子町,0.23,89.4,10.2,26.3,96.2
465020,鹿児島県,南種子町,0.25,92.6,11.5,30.4,97.3
465054,鹿児島県,屋久島町,0.24,89.2,13.1,8.5,97.5
465232,鹿児島県,大和村,0.09,90.5,9.6,-,91.4
465241,鹿児島県,宇検村,0.09,91.5,9.3,-,93.7
465259,鹿児島県,瀬戸内町,0.16,89.7,8.8,-,91.9
465275,鹿児島県,龍郷町,0.17,85.2,9.3,-,95.8
465291,鹿児島県,喜界町,0.17,84.4,9.8,-,94.9
465305,鹿児島県,徳之島町,0.24,87.3,6.6,-,88.9
465313,鹿児島県,天城町,0.15,91.3,6.8,23.9,91.5
465321,鹿児島県,伊仙町,0.12,88.9,9.7,74.4,88.3
465330,鹿児島県,和泊町,0.18,89.8,16.3,85.2,92.1
465348,鹿児島県,知名町,0.17,91.0,11.2,22.3,90.0
465356,鹿児島県,与論町,0.16,88.8,11.3,18.4,87.1
472018,沖縄県,那覇市,0.84,90.3,9.5,65.0,97.8
472051,沖縄県,宜野湾市,0.68,86.9,7.6,57.9,95.4
472077,沖縄県,石垣市,0.45,87.1,7.2,59.1,96.6
472085,沖縄県,浦添市,0.81,90.5,5.2,26.5,95.7
472093,沖縄県,名護市,0.46,92.7,5.7,29.5,95.3
472107,沖縄県,糸満市,0.54,90.7,8.1,25.9,94.9
472115,沖縄県,沖縄市,0.59,90.8,6.2,31.5,96.4
472123,沖縄県,豊見城市,0.65,91.0,9.4,102.2,98.7
472131,沖縄県,うるま市,0.49,93.8,6.7,-,96.0
472140,沖縄県,宮古島市,0.36,88.0,7.5,49.5,94.6
472158,沖縄県,南城市,0.37,85.1,6.8,-,98.1
473014,沖縄県,国頭村,0.22,80.0,6.8,7.6,93.3
473022,沖縄県,大宜味村,0.41,88.9,8.3,-,97.4
473031,沖縄県,東村,0.15,87.5,9.5,-,89.7
473065,沖縄県,今帰仁村,0.27,82.1,8.8,-,91.5
473081,沖縄県,本部町,0.35,94.6,10.1,25.7,94.1
473111,沖縄県,恩納村,0.59,78.3,4.8,-,97.2
473138,沖縄県,宜野座村,0.32,80.7,8.7,-,96.7
473146,沖縄県,金武町,0.39,86.0,4.4,-,97.5
